,date,open,close,high,low,volume
338,2018-07-21,449.04,460.23,468.97,441.18,74259.64067
339,2018-07-22,460.23,457.47,472.2,454.19,60684.89595
340,2018-07-23,457.47,450.05,469.82,447.11,106561.46081
341,2018-07-24,450.05,479.28,484.27,448.47,158286.759
342,2018-07-25,479.24,472.1,485.77,464.0,170475.54936
343,2018-07-26,472.11,462.64,485.0,460.0,173976.2192
344,2018-07-27,462.17,470.09,474.0,455.84,198304.79211
345,2018-07-28,470.09,469.29,472.0,460.82,156862.59361
346,2018-07-29,468.44,466.4,472.0,461.6,138747.56334
347,2018-07-30,466.4,456.23,469.79,446.1,179581.79415
348,2018-07-31,456.19,432.22,457.3,427.0,214913.57229
349,2018-08-01,432.2,420.41,434.99,406.55,209570.0844
350,2018-08-02,420.37,410.62,425.52,407.43,178421.10672
351,2018-08-03,410.62,417.52,420.01,396.61,201156.61154
352,2018-08-04,417.58,407.21,419.53,401.86,179498.57515
353,2018-08-05,407.21,408.79,413.24,400.16,158913.77206
354,2018-08-06,408.77,405.28,413.28,397.08,166496.42465
355,2018-08-07,405.19,378.21,412.76,369.19,207706.11078
356,2018-08-08,378.2,355.48,380.42,347.25,275047.10788
357,2018-08-09,355.48,363.3,369.9,350.51,244268.20567
358,2018-08-10,363.21,331.81,365.87,325.95,264274.13378
359,2018-08-11,331.88,317.69,332.98,304.45,335634.67243
360,2018-08-12,317.49,317.89,327.13,313.42,135524.79994
361,2018-08-13,317.96,283.81,321.99,280.68,307713.22214
362,2018-08-14,283.81,278.41,283.81,250.0,485174.37541
363,2018-08-15,278.47,281.12,304.45,276.3,438620.64156
364,2018-08-16,281.46,287.17,298.6,277.55,235665.2551
365,2018-08-17,286.84,317.51,318.0,285.0,342556.46068
366,2018-08-18,317.51,294.11,321.33,281.79,384021.38829
367,2018-08-19,294.1,299.42,307.4,288.2,288483.44841
368,2018-08-20,299.3,270.51,304.04,269.5,219153.78936
369,2018-08-21,270.51,281.21,285.9,269.7,224701.57671
370,2018-08-22,281.09,270.8,298.89,259.5,403936.78303
371,2018-08-23,270.68,275.99,280.3,267.55,277304.60909
372,2018-08-24,276.06,281.19,283.1,270.22,271850.21373
373,2018-08-25,281.05,277.55,282.71,275.99,253375.49477
374,2018-08-26,277.54,274.29,277.91,268.69,232525.9497
375,2018-08-27,274.17,287.71,288.15,271.59,281020.64727
376,2018-08-28,287.71,295.44,298.0,282.66,318323.28971
377,2018-08-29,295.44,288.4,297.0,283.55,324275.47324
378,2018-08-30,288.35,283.89,291.0,271.88,336993.14413
379,2018-08-31,283.9,281.41,289.0,276.59,302663.37038
380,2018-09-01,281.46,295.71,302.0,281.34,294944.4401
381,2018-09-02,295.8,295.41,299.33,288.87,153300.06112
382,2018-09-03,295.51,289.09,296.62,285.99,274753.70062
383,2018-09-04,289.09,285.3,292.64,283.0,330102.19
384,2018-09-05,285.18,228.53,287.62,227.0,528734.3196
385,2018-09-06,228.28,229.7,233.19,212.0,552996.86567
386,2018-09-07,229.73,215.22,234.69,213.5,398379.81741
387,2018-09-08,215.19,196.71,220.2,190.01,318859.84904
388,2018-09-09,196.87,195.81,208.6,185.02,429255.02592
389,2018-09-10,196.13,197.15,203.42,187.1,418489.86663
390,2018-09-11,197.22,185.18,200.2,176.16,476745.79216
391,2018-09-12,185.14,183.12,185.22,167.32,504047.79165
392,2018-09-13,183.17,210.68,215.0,183.15,739503.34051
393,2018-09-14,210.91,208.82,224.2,202.6,833945.82573
394,2018-09-15,208.55,221.29,227.42,207.64,441046.52933
395,2018-09-16,221.62,220.17,223.5,208.1,425538.57709
396,2018-09-17,220.24,196.16,225.0,192.4,825020.77445
397,2018-09-18,196.25,208.17,215.47,193.47,584366.15014
398,2018-09-19,208.42,209.79,214.84,197.58,496100.46639
399,2018-09-20,209.79,224.0,226.68,205.56,573632.24236
400,2018-09-21,224.0,247.73,252.11,220.66,841029.12948
401,2018-09-22,247.67,241.01,255.13,232.7,423740.7403
402,2018-09-23,241.01,244.5,249.73,237.0,235214.14917
403,2018-09-24,244.54,228.06,246.2,225.3,350139.1505
404,2018-09-25,228.06,219.62,228.1,203.61,710650.7097
405,2018-09-26,219.5,214.42,223.6,207.5,613754.27743
406,2018-09-27,214.38,229.13,234.0,205.01,582274.44087
407,2018-09-28,229.1,221.84,234.42,215.53,618434.62488
408,2018-09-29,221.89,231.62,237.77,214.18,604000.95586
409,2018-09-30,231.62,232.94,239.0,226.5,432195.44084
410,2018-10-01,233.04,231.61,235.88,224.46,322900.46128
411,2018-10-02,231.62,225.69,232.51,223.37,401305.32707
412,2018-10-03,225.7,220.77,226.43,216.51,275609.26221
413,2018-10-04,220.67,222.66,227.16,219.49,158137.42967
414,2018-10-05,222.66,228.37,231.75,219.35,137730.35786
415,2018-10-06,228.36,225.4,228.86,223.15,100257.5697
416,2018-10-07,225.39,226.14,227.75,221.48,74733.67253
417,2018-10-08,226.26,230.01,232.7,224.21,210989.42202
418,2018-10-09,230.01,228.4,231.02,226.56,100246.1843
419,2018-10-10,228.4,226.74,228.78,224.05,122748.21412
420,2018-10-11,226.7,191.58,226.91,189.01,497258.82871
421,2018-10-12,191.55,196.96,201.87,190.04,216448.3922
422,2018-10-13,196.96,201.3,202.78,196.27,107215.5262
423,2018-10-14,201.39,197.01,203.56,194.33,110554.19361
424,2018-10-15,196.84,214.39,239.0,194.6,973857.7477
